"CIT.7",1
"CIT.8",2
"CIT.14",1
"CIT.17",3
"CIT.23",2
"CIT.25",4
"CIT.30",1
"CIT.33",4
"CIT.36",4
"CIT.37",3
"CIT.38",5
"CIT.40",2
"CIT.44",1
"CIT.55",4
"CIT.63",6
"CIT.65",7
"CIT.67",6
"CIT.68",6
"CIT.72",5
"CIT.75",5
"CIT.105",7
"CIT.108",2
"CIT.112",2
"CIT.132",2
"CIT.139",7
"CIT.142",2
"CIT.169",7
"CIT.170",4
"CIT.172",5
"CIT.175",3
"CIT.178",6
"CIT.179",4
"CIT.180",2
"CIT.181",5
"CIT.182",2
"CIT.185",4
"CIT.187",4
"CIT.188",1
"CIT.190",5
"CIT.192",3
"CIT.193",6
"CIT.194",6
"CIT.252",4
"CIT.253",4
"CIT.254",4
"CIT.255",6
"CIT.256",6
"CIT.258",6
"CIT.269",4
"CIT.273",4
"CIT.274",4
"CIT.276",4
"CIT.280",7
"CIT.281",4
"CIT.283",6
"CIT.285",6
"CIT.289",3
"CIT.290",1
"CIT.293",7
"CIT.294",7
"CIT.345",6
"CIT.346",6
"CIT.347",6
